route_id,origin_name,origin_location,origin_latitude,origin_longitude,destination_name,destination_location,destination_latitude,destination_longitude,waypoints_json,waypoint_count,distance_km,estimated_driving_time_hours,total_time_hours,breaks_required,avg_speed_kmh,vehicle_type,vehicle_max_weight_kg,vehicle_height_m,vehicle_width_m,vehicle_length_m,cargo_volume_m3,euro_standard,cargo_weight_kg,load_factor,cargo_type,fuel_consumption_liters,co2_emissions_kg,nox_emissions_g,pm_emissions_g,emissions_per_km_kg,fuel_cost_gbp,driver_cost_gbp,vehicle_cost_gbp,insurance_cost_gbp,maintenance_cost_gbp,caz_cost_gbp,toll_cost_gbp,hgv_levy_gbp,lez_cost_gbp,total_cost_gbp,cost_per_km_gbp,efficiency_score,fuel_efficiency_actual_kmpl,on_time_delivery,customer_satisfaction_1_5,optimization_objective,traffic_delay_minutes,weather_condition,weather_delay_minutes,month,day_of_week,is_peak_season,is_weekend,route_compliant,bridge_restrictions,weight_restrictions,data_source,generation_timestamp,dataset_version
RT004728,Omega Warrington,Warrington,53.429,-2.6542,Bristol Port,Bristol,51.5103,-2.7139,"[{""lat"": 53.0027, ""lon"": -2.1794, ""name"": ""Stoke-on-Trent"", ""type"": ""intermediate""}, {""lat"": 52.6133, ""lon"": -1.9794, ""name"": ""M6 J10 Walsall"", ""type"": ""junction""}, {""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}]",3,371.5,6.41,7.16,1,57.9,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,36066,0.82,chemicals,120.15,322,485.529,10.9907,0.867,177.82,118.21,330.63,44.58,55.72,0,8.34,10,0,745.31,2.006,63.34,3.09,No,4.8,balanced,0,light_rain,0,11,1,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.189072,2
RT004729,Dover Port,Dover,51.1279,1.3134,Omega Warrington,Warrington,53.429,-2.6542,"[{""lat"": 52.5861, ""lon"": -1.2125, ""name"": ""M1/M6 Junction"", ""type"": ""junction""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",2,465.1,7.21,7.96,1,64.5,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,12483,0.694,machinery,130.81,350.57,886.977,17.411,0.754,193.6,131.4,413.98,55.82,69.77,0,6.86,10,0,881.43,1.895,70.83,3.56,Yes,4.8,cheapest,0,light_rain,0,4,7,No,Yes,Yes,None,7.5t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:23.189222,2
RT004730,Felixstowe Port,Felixstowe,51.9567,1.3511,Cardiff Bay,Cardiff,51.4816,-3.1791,"[{""lat"": 52.3067, ""lon"": -1.1222, ""name"": ""Watford Gap"", ""type"": ""service_area""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}]",2,465.5,8.21,8.96,1,56.7,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,11720,0.366,electronics,142.34,381.48,561.459,13.5966,0.819,210.67,147.78,414.32,55.86,69.83,0,5.48,10,0,913.95,1.963,71.8,3.27,Yes,4.8,balanced,0,clear,0,7,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.189366,2
RT004731,Manchester Central,Manchester,53.4808,-2.2426,Liverpool Port,Liverpool,53.4053,-2.9977,"[{""lat"": 53.39, ""lon"": -2.597, ""name"": ""Warrington"", ""type"": ""intermediate""}, {""lat"": 53.6308, ""lon"": -2.6969, ""name"": ""Charnock Richard"", ""type"": ""service_area""}]",2,107.3,1.73,1.73,0,61.9,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,20855,0.474,electronics,31.1,83.34,146.102,3.3315,0.777,46.02,28.62,95.5,12.88,16.09,0,0,10,0,209.11,1.949,59.37,3.45,Yes,4.5,fastest,33.1,fog,41,5,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.189510,2
RT004732,iPort Doncaster,Doncaster,53.4939,-1.0042,Portsmouth Port,Portsmouth,50.8025,-1.1088,"[{""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.3539, ""lon"": -2.0644, ""name"": ""Hopwood Park"", ""type"": ""service_area""}]",3,475.9,8.12,8.87,1,58.6,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,20564,0.791,textiles,137.53,368.57,585.649,14.9609,0.774,203.54,146.33,423.54,57.11,71.38,0,12.74,10,0,924.64,1.943,76.36,3.46,Yes,4.5,greenest,0,heavy_rain,12,7,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.189659,2
RT004733,Tilbury Port,Tilbury,51.4545,0.3584,Leeds Central,Leeds,53.8008,-1.5491,"[{""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}, {""lat"": 52.8066, ""lon"": -2.1167, ""name"": ""Stafford"", ""type"": ""intermediate""}]",2,450.3,7.18,7.93,1,62.7,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,14992,0.577,machinery,155.11,415.68,697.485,14.0324,0.923,229.56,130.84,400.8,54.04,67.55,0,1.7,10,0,894.5,1.986,93.76,2.9,Yes,4,balanced,0,cloudy,0,8,7,No,Yes,Yes,Height 4.0m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.189819,2
RT004734,DIRFT Daventry,Daventry,52.2574,-1.1606,ProLogis Park DC,Birmingham,52.5031,-1.7764,"[{""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}]",2,67.2,1.2,1.2,0,55.8,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,8776,0.338,pharmaceuticals,19,50.91,86.43,2.6199,0.757,28.12,19.87,59.83,8.07,10.08,0,0,10,0,135.96,2.023,56.83,3.54,Yes,3.5,greenest,0,cloudy,0,9,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.189969,2
RT004735,iPort Doncaster,Doncaster,53.4939,-1.0042,East Midlands Gateway,Castle Donington,52.8313,-1.3283,"[{""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}, {""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}]",2,110.1,1.74,1.74,0,63.4,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,17077,0.534,machinery,38.2,102.38,179.785,2.6744,0.93,56.54,28.65,98.01,13.21,16.52,0,0,10,0,222.93,2.024,58.29,2.88,Yes,4.5,greenest,15.2,cloudy,0,7,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.190105,2
RT004736,London Gateway DC,Stanford-le-Hope,51.5086,0.4367,Magna Park DC,Lutterworth,52.4372,-1.1986,"[{""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}, {""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}]",2,291.3,4.9,5.65,1,59.5,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,26377,0.599,chemicals,92.92,249.04,559.841,9.9152,0.855,137.53,93.19,259.24,34.95,43.69,0,0,10,100,678.61,2.33,92.92,3.13,Yes,4.5,greenest,32.9,clear,0,9,1,No,No,Yes,Height 3.8m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.190256,2
RT004737,Liverpool Port,Liverpool,53.4053,-2.9977,Sheffield Hub,Sheffield,53.3811,-1.4701,"[{""lat"": 53.6308, ""lon"": -2.6969, ""name"": ""Charnock Richard"", ""type"": ""service_area""}, {""lat"": 53.7632, ""lon"": -2.7031, ""name"": ""Preston"", ""type"": ""intermediate""}, {""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}]",3,185.1,2.88,2.88,0,64.2,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,30105,0.941,construction,61.72,165.4,295.706,6.6669,0.894,91.34,47.57,164.73,22.21,27.76,0,0,10,0,363.62,1.965,75.44,3,Yes,4,greenest,37.4,clear,0,7,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.190402,2
RT004738,Doncaster iPort,Doncaster,53.5031,-1.0478,Glasgow Central,Glasgow,55.8642,-4.2518,"[{""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}, {""lat"": 54.4033, ""lon"": -1.6622, ""name"": ""A1 Scotch Corner"", ""type"": ""junction""}]",2,627.2,9.8,11.3,2,64,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,32090,0.802,construction,202.19,541.88,929.893,24.521,0.864,299.24,186.4,558.23,75.27,94.08,0,2.56,10,0,1225.78,1.954,94.34,3.1,Yes,5,cheapest,0,light_rain,0,12,1,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.190543,2
RT004739,Portsmouth Port,Portsmouth,50.8025,-1.1088,East Midlands Gateway,Castle Donington,52.8313,-1.3283,"[{""lat"": 52.3539, ""lon"": -2.0644, ""name"": ""Hopwood Park"", ""type"": ""service_area""}]",1,336.1,5,5.75,1,67.2,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,25885,0.809,construction,99.5,266.65,648.562,11.703,0.793,147.26,94.95,299.17,40.34,50.42,0,21.91,10,0,664.04,1.975,56.87,3.38,Yes,4,fastest,0,cloudy,0,8,4,No,No,Yes,None,26t limit,Synthetic - UK Logistics Research,2025-07-10T12:44:23.190891,2
RT004740,Trafford Park DC,Manchester,53.4668,-2.3141,Edinburgh Hub,Edinburgh,55.9533,-3.1883,"[{""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}, {""lat"": 53.9444, ""lon"": -1.3847, ""name"": ""Wetherby Services"", ""type"": ""service_area""}]",2,438.9,6.6,7.35,1,66.5,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,21834,0.682,chemicals,145.09,388.84,653.197,13.0668,0.886,214.73,121.32,390.65,52.67,65.84,0,18.49,10,0,873.7,1.991,86.79,3.03,Yes,3.5,fastest,0,cloudy,0,1,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.191054,2
RT004741,Bristol Port,Bristol,51.5103,-2.7139,Tilbury Port,Tilbury,51.4545,0.3584,"[{""lat"": 51.4543, ""lon"": -0.9781, ""name"": ""Reading"", ""type"": ""intermediate""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",2,390.4,6.52,7.27,1,59.9,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,22360,0.559,textiles,115.97,310.8,537.56,10.6405,0.796,171.64,119.96,347.47,46.85,58.56,0,0.74,10,0,755.22,1.934,83.01,3.37,Yes,4,balanced,19.9,clear,0,1,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.191208,2
RT004742,Hull Port,Hull,53.7333,-0.3167,Teesport,Middlesbrough,54.6233,-1.1723,"[{""lat"": 53.9444, ""lon"": -1.3847, ""name"": ""Wetherby Services"", ""type"": ""service_area""}]",1,199.7,3.5,3.5,0,57,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,24980,0.625,machinery,67.99,182.21,251.196,6.077,0.912,100.62,57.78,177.75,23.97,29.96,0,0,10,0,400.08,2.003,62.73,2.94,Yes,4.8,balanced,0,clear,0,12,7,Yes,Yes,Yes,Height 4.2m,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.191342,2
RT004743,Portsmouth Port,Portsmouth,50.8025,-1.1088,Nottingham Hub,Nottingham,52.9548,-1.1581,"[{""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}]",3,367.3,5.29,6.04,1,69.4,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,28173,0.64,machinery,120.69,323.44,586.853,14.0335,0.881,178.62,99.64,326.87,44.07,55.09,0,3.85,10,0,718.14,1.955,66.86,3.04,Yes,4.5,balanced,44.8,cloudy,0,6,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.191491,2
RT004744,iPort Doncaster,Doncaster,53.4939,-1.0042,Doncaster iPort,Doncaster,53.5031,-1.0478,[],0,3.6,0.06,0.06,0,59.4,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,25569,0.581,electronics,1.17,3.12,4.647,0.0913,0.878,1.72,0.99,3.17,0.43,0.53,0,0,10,0,16.84,4.734,59.25,3.05,Yes,4.5,fastest,0,cloudy,0,3,3,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.191621,2
RT004745,Manchester Central,Manchester,53.4808,-2.2426,Portsmouth Port,Portsmouth,50.8025,-1.1088,"[{""lat"": 53.1417, ""lon"": -1.3389, ""name"": ""Tibshelf Services"", ""type"": ""service_area""}, {""lat"": 52.6133, ""lon"": -1.9794, ""name"": ""M6 J10 Walsall"", ""type"": ""junction""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 51.752, ""lon"": -1.2577, ""name"": ""Oxford"", ""type"": ""intermediate""}]",4,486.9,7.62,8.37,1,63.9,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,30445,0.692,food,149.43,400.48,953.212,18.8893,0.823,221.16,138.05,433.34,58.43,73.03,0,8.33,10,0,942.34,1.935,70.42,3.26,Yes,4,cheapest,21.4,heavy_rain,17,4,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.191775,2
RT004746,Doncaster iPort,Doncaster,53.5031,-1.0478,Teesport,Middlesbrough,54.6233,-1.1723,"[{""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}, {""lat"": 53.96, ""lon"": -1.0873, ""name"": ""York"", ""type"": ""intermediate""}]",2,223.4,3.79,3.79,0,58.9,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,10713,0.412,retail,69.17,185.37,356.77,6.7018,0.83,102.37,62.53,198.79,26.8,33.5,0,0,10,0,433.99,1.943,71.31,3.23,Yes,4.8,greenest,44.9,light_rain,0,11,3,Yes,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.191928,2
RT004747,Doncaster iPort,Doncaster,53.5031,-1.0478,Felixstowe Port,Felixstowe,51.9567,1.3511,"[{""lat"": 52.5695, ""lon"": -0.2405, ""name"": ""Peterborough"", ""type"": ""intermediate""}]",1,301.7,4.99,5.74,1,60.5,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,11284,0.627,retail,85.55,229.27,438.921,6.7232,0.76,126.61,94.63,268.47,36.2,45.25,0,8.42,10,0,589.58,1.954,86.84,3.53,Yes,4,balanced,32.9,light_rain,0,7,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.192067,2
RT004748,Glasgow Central,Glasgow,55.8642,-4.2518,Nottingham Hub,Nottingham,52.9548,-1.1581,"[{""lat"": 53.2989, ""lon"": -2.4144, ""name"": ""Knutsford Services"", ""type"": ""service_area""}, {""lat"": 52.4228, ""lon"": -2.0208, ""name"": ""Frankley Services"", ""type"": ""service_area""}]",2,596.2,10.47,11.97,2,57,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,14805,0.569,retail,167.06,447.72,1023.5,21.6654,0.751,247.25,197.43,530.59,71.54,89.42,0,2.23,10,0,1148.46,1.926,56.83,3.57,Yes,4.5,fastest,0,clear,0,7,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.192216,2
RT004749,Bristol DC,Bristol,51.4545,-2.5879,Magna Park DC,Lutterworth,52.4372,-1.1986,"[{""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}, {""lat"": 52.0406, ""lon"": -0.7594, ""name"": ""Milton Keynes"", ""type"": ""intermediate""}]",2,311.6,5.17,5.92,1,60.3,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,26216,0.819,metals,101.93,273.17,478.791,6.9103,0.877,150.85,97.66,277.36,37.4,46.75,100,5.86,10,0,725.87,2.329,86.5,3.06,Yes,4.2,fastest,0,cloudy,0,1,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.192362,2
RT004750,Edinburgh Hub,Edinburgh,55.9533,-3.1883,Hull Port,Hull,53.7333,-0.3167,"[{""lat"": 53.7632, ""lon"": -2.7031, ""name"": ""Preston"", ""type"": ""intermediate""}, {""lat"": 53.7297, ""lon"": -1.6653, ""name"": ""M62 J26 Chain Bar"", ""type"": ""junction""}]",2,463.9,7.32,8.07,1,63.4,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,18028,0.451,electronics,131.46,352.31,560.024,9.3289,0.759,194.56,133.07,412.9,55.67,69.59,0,2.41,10,0,878.21,1.893,75.99,3.53,Yes,4.8,balanced,13.2,clear,0,4,5,No,No,No,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.192503,2
RT004751,London Central,London,51.5074,-0.1278,DIRFT Daventry,Daventry,52.2574,-1.1606,"[{""lat"": 51.4543, ""lon"": -0.9781, ""name"": ""Reading"", ""type"": ""intermediate""}, {""lat"": 51.752, ""lon"": -1.2577, ""name"": ""Oxford"", ""type"": ""intermediate""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",3,221.1,3.58,3.58,0,61.7,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,29382,0.735,retail,68.08,182.45,300.494,6.6963,0.825,100.76,59.12,196.79,26.53,33.17,50,0,10,100,576.37,2.607,91.68,3.25,Yes,4,cheapest,0,clear,0,4,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.192648,2
RT004752,Manchester Central,Manchester,53.4808,-2.2426,Sheffield Hub,Sheffield,53.3811,-1.4701,[],0,68.9,1.07,1.07,0,64.4,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,37265,0.847,chemicals,20.3,54.4,93.757,2.2326,0.789,30.04,17.67,61.34,8.27,10.34,0,0,10,0,137.66,1.997,87.47,3.4,Yes,4.5,cheapest,0,clear,0,4,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.192778,2
RT004753,Bristol DC,Bristol,51.4545,-2.5879,Newcastle Hub,Newcastle,54.9783,-1.6178,"[{""lat"": 52.3708, ""lon"": -1.2651, ""name"": ""Rugby"", ""type"": ""intermediate""}, {""lat"": 52.6167, ""lon"": -1.1667, ""name"": ""Leicester Forest East"", ""type"": ""service_area""}, {""lat"": 53.39, ""lon"": -2.597, ""name"": ""Warrington"", ""type"": ""intermediate""}]",3,577,10.36,11.86,2,55.7,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,38580,0.877,metals,164.01,439.54,914.031,14.312,0.762,242.73,195.65,513.56,69.24,86.56,50,21.73,10,0,1189.47,2.061,71.06,3.52,Yes,5,greenest,30.4,light_rain,0,7,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.192940,2
RT004754,Portsmouth Port,Portsmouth,50.8025,-1.1088,Felixstowe Port,Felixstowe,51.9567,1.3511,"[{""lat"": 51.5558, ""lon"": -1.7797, ""name"": ""Swindon"", ""type"": ""intermediate""}, {""lat"": 51.9528, ""lon"": -0.5286, ""name"": ""Toddington Services"", ""type"": ""service_area""}, {""lat"": 52.2405, ""lon"": -0.9027, ""name"": ""Northampton"", ""type"": ""intermediate""}]",3,461.4,7.85,8.6,1,58.8,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,20827,0.801,automotive,142.54,382.01,750.069,15.9133,0.828,210.96,141.85,410.66,55.37,69.21,0,15.46,10,0,913.51,1.98,79.5,3.24,Yes,4.8,balanced,0,cloudy,0,4,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.193085,2
RT004755,Leeds Central,Leeds,53.8008,-1.5491,Edinburgh Hub,Edinburgh,55.9533,-3.1883,"[{""lat"": 54.4033, ""lon"": -1.6622, ""name"": ""A1 Scotch Corner"", ""type"": ""junction""}, {""lat"": 53.39, ""lon"": -2.597, ""name"": ""Warrington"", ""type"": ""intermediate""}]",2,647.2,10.82,12.32,2,59.8,Articulated 6-Axle,44000,4,2.55,16.5,100,Euro VI,35931,0.817,construction,198.31,531.47,810.722,25.7072,0.821,293.5,203.24,576.04,77.67,97.09,0,15,10,0,1272.54,1.966,59.51,3.26,Yes,4.5,greenest,38.9,clear,0,5,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.193233,2
RT004756,Hull Port,Hull,53.7333,-0.3167,East Midlands Gateway,Castle Donington,52.8313,-1.3283,"[{""lat"": 52.9226, ""lon"": -1.4746, ""name"": ""Derby"", ""type"": ""intermediate""}]",1,160.5,2.39,2.39,0,67.2,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,23993,0.6,paper,55.19,147.92,213.22,3.4894,0.922,81.69,39.39,142.81,19.26,24.07,0,0,10,0,317.22,1.977,73.73,2.91,Yes,4.5,cheapest,0,light_rain,0,7,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.193367,2
RT004757,Birmingham Central,Birmingham,52.4862,-1.8904,Magna Park DC,Lutterworth,52.4372,-1.1986,"[{""lat"": 52.6336, ""lon"": -1.691, ""name"": ""Tamworth"", ""type"": ""intermediate""}, {""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}]",2,86,1.32,1.32,0,65.2,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,14214,0.444,pharmaceuticals,28.98,77.66,164.229,2.2821,0.903,42.89,21.79,76.58,10.33,12.91,100,0,10,0,274.49,3.19,80.79,2.97,Yes,4.5,cheapest,0,heavy_rain,25,2,1,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.193508,2
RT004758,Trafford Park DC,Manchester,53.4668,-2.3141,Omega Warrington,Warrington,53.429,-2.6542,[],0,29.3,0.47,0.47,0,62.1,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,10403,0.578,retail,8.72,23.37,52.943,1.0425,0.799,12.91,7.77,26.04,3.51,4.39,0,0,10,0,64.62,2.208,57.27,3.36,No,3.5,fastest,32.8,cloudy,0,5,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.193639,2
RT004759,Bristol Port,Bristol,51.5103,-2.7139,iPort Doncaster,Doncaster,53.4939,-1.0042,"[{""lat"": 51.9528, ""lon"": -0.5286, ""name"": ""Toddington Services"", ""type"": ""service_area""}]",1,388.6,6.03,6.78,1,64.5,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,18069,0.565,electronics,120.17,322.06,699.297,11.2883,0.829,177.86,111.87,345.88,46.64,58.3,0,8.13,10,0,758.67,1.952,83.61,3.23,Yes,4.8,balanced,17.6,cloudy,0,4,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.193778,2
RT004760,Sheffield Hub,Sheffield,53.3811,-1.4701,Tilbury Port,Tilbury,51.4545,0.3584,"[{""lat"": 52.4068, ""lon"": -1.5197, ""name"": ""Coventry"", ""type"": ""intermediate""}]",1,319,4.84,5.59,1,65.9,Rigid 4-Axle,32000,3.8,2.5,12,70,Euro V,22812,0.713,retail,110.56,296.31,503.121,9.2999,0.929,163.63,92.22,283.95,38.29,47.86,0,10.28,10,0,646.23,2.025,68.3,2.89,Yes,4.2,fastest,0,cloudy,0,6,4,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.193927,2
RT004761,Bristol Port,Bristol,51.5103,-2.7139,Southampton Port,Southampton,50.8957,-1.3958,"[{""lat"": 51.5558, ""lon"": -1.7797, ""name"": ""Swindon"", ""type"": ""intermediate""}]",1,190,3.41,3.41,0,55.7,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,17434,0.671,plastics,53.87,144.36,358.946,6.2366,0.76,79.72,56.26,169.1,22.8,28.5,0,0,10,0,366.38,1.928,71.81,3.53,No,4.8,balanced,30.3,fog,58,7,2,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.194062,2
RT004762,Portsmouth Port,Portsmouth,50.8025,-1.1088,Cardiff Bay,Cardiff,51.4816,-3.1791,"[{""lat"": 51.752, ""lon"": -1.2577, ""name"": ""Oxford"", ""type"": ""intermediate""}]",1,289.1,4.94,5.69,1,58.6,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,14382,0.553,automotive,87.43,234.32,429.284,8.9868,0.811,129.4,93.84,257.29,34.69,43.36,0,0,10,0,568.59,1.967,58.32,3.31,Yes,4.8,cheapest,21.1,light_rain,0,10,7,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.194199,2
RT004763,Sheffield Hub,Sheffield,53.3811,-1.4701,Edinburgh Hub,Edinburgh,55.9533,-3.1883,"[{""lat"": 53.9444, ""lon"": -1.3847, ""name"": ""Wetherby Services"", ""type"": ""service_area""}, {""lat"": 53.39, ""lon"": -2.597, ""name"": ""Warrington"", ""type"": ""intermediate""}, {""lat"": 53.1935, ""lon"": -2.8938, ""name"": ""Chester"", ""type"": ""intermediate""}]",3,628.7,10.08,11.58,2,62.4,Rigid 3-Axle,26000,3.8,2.5,12,65,Euro VI,17087,0.657,pharmaceuticals,200.48,537.28,1085.429,15.1648,0.855,296.71,191.08,559.55,75.44,94.31,0,11.56,10,0,1238.65,1.97,62.19,3.14,Yes,4.5,fastest,8.4,cloudy,0,5,6,No,Yes,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.194351,2
RT004764,Manchester Central,Manchester,53.4808,-2.2426,Sheffield Hub,Sheffield,53.3811,-1.4701,[],0,63,1.05,1.05,0,59.8,Rigid 2-Axle,18000,3.5,2.5,10,50,Euro VI,13677,0.76,construction,19.32,51.77,109.103,2.5129,0.821,28.59,17.4,56.1,7.56,9.45,0,0,10,0,129.1,2.048,62.2,3.26,Yes,4.8,balanced,0,light_rain,0,7,5,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.194480,2
RT004765,Bristol Port,Bristol,51.5103,-2.7139,Nottingham Hub,Nottingham,52.9548,-1.1581,"[{""lat"": 52.6133, ""lon"": -1.9794, ""name"": ""M6 J10 Walsall"", ""type"": ""junction""}, {""lat"": 51.9528, ""lon"": -0.5286, ""name"": ""Toddington Services"", ""type"": ""service_area""}]",2,489.1,7.8,8.55,1,62.7,Articulated 5-Axle,40000,4,2.55,16.5,90,Euro VI,30565,0.764,paper,140.96,377.77,778.086,13.7187,0.772,208.62,141.04,435.3,58.69,73.37,0,10.42,10,0,937.44,1.917,84.47,3.47,Yes,5,greenest,1.5,clear,0,8,3,No,No,Yes,None,None,Synthetic - UK Logistics Research,2025-07-10T12:44:23.194626,2
